Ticker,Calm_alpha,Calm_beta,Calm_r2,Transitional_alpha,Transitional_beta,Transitional_r2,Crisis_alpha,Crisis_beta,Crisis_r2
XLK,0.008328037669422495,1.1837911221926087,0.7319281463605501,-0.029025078979982282,1.126009270292909,0.8343997521759019,0.03153131718213454,1.0032400816059848,0.9091019878279218
XLY,0.005450265795298387,1.069287682958249,0.7042754675110803,-0.024842511958235905,1.1233349215029524,0.8203871717124797,-0.06404286753995721,0.9755193610025698,0.862375022249312
XLF,-0.0002632514038590126,1.0394724033121727,0.6303899566682496,-0.04973683299242087,1.2517078537767377,0.6938450484416161,0.024578436279522397,1.411695905700927,0.7527270807207165
XLI,-0.011986565866217755,1.006667614842843,0.7157970539006655,0.06632043140107871,1.0183431924964497,0.8050406529821872,-0.15029144145187817,0.9715043717158394,0.888651845771958
XLB,-0.051888471681133565,1.0734885709788586,0.5733286668015778,0.0372564176761626,1.071559876008791,0.7061284356232627,-0.07508186762224883,1.0289631815577454,0.8545450379599526
XLE,-0.025924493960569547,0.983009497221554,0.284196535526434,0.061920515900421226,1.0298825422443303,0.4124004586723172,0.09372613910838107,1.266182093579259,0.7733503665156187
XLP,0.0026633689845381135,0.5535624637822929,0.3626660172390712,0.10481062327156909,0.5259721104816737,0.5457830540427637,-0.06353648122814819,0.5726779115193175,0.7294932726853693
XLV,0.005553946754123619,0.7736662912805333,0.4869591115938158,-0.03210815362109418,0.6889288140338155,0.6567053437821065,0.04458965382083715,0.6882681219847863,0.7785342324392441
XLU,0.02952126794512828,0.5064320029103268,0.1687271007984935,0.15831583763969,0.5289641450564467,0.3509936714337225,-0.04953139799683071,0.7507123019131,0.694064421111062
